sensor_id,order,train_mse,val_mse,test_mse,val_mape,test_mape,val_mae,test_mae
154,"(2, 1, 2)",0.0022938670850155634,52732.01953734081,30334.427928017507,165.89238159116354,37490684.82493989,198.0659512426095,141.41597433956585
155,"(2, 1, 2)",0.002775376355296805,4289.751632955021,2796.055057153849,103.10270638236878,72.49593604193633,57.33319297343174,44.1160848800712
156,"(2, 1, 2)",0.0037210683932799122,7497.41854495362,3710.777296322887,175.97653012464463,78.95071364842092,77.16268830598506,50.77328516556007
157,"(2, 1, 2)",0.004739106722033293,8795.440880641336,4670.595396880397,160446868.72253597,333203743.1872462,83.9275720754161,54.77035766559795
158,"(2, 1, 2)",0.0023760775668666074,12906.50883691479,8018.35234330867,193.57807431738843,132357732.15230608,101.14040637615643,71.86868315483174
159,"(2, 1, 2)",0.002137889308376832,50315.7074499719,27176.211553828176,243.1133162721375,129.59174549583844,198.7287649284672,139.58405956835392
160,"(2, 1, 2)",0.0019038899073742762,39761.46091595168,17067.374849370317,141819898.70104486,90.28589625510328,173.8409977332239,116.33346633600848
161,"(2, 1, 2)",0.002286299150182637,26285.58778884596,16835.51661497773,218.45424517665992,116.824156985294,149.13893750709587,100.30265953971953
162,"(2, 1, 2)",0.0020103464767839197,53223.018596570975,27120.435612999772,256.1437532901544,148.63030507261817,202.61039828232128,135.91960939884288
163,"(2, 1, 2)",0.002466395044718186,50282.36763297696,26444.666715378717,301.3193471377631,164.95949059922307,204.4342169883728,128.42731159013604
164,"(2, 1, 2)",0.0022414590614709437,82015.03945287145,44767.14314744086,1896597499.5864763,2137537168.1855369,251.1759562766941,182.04022609845106
165,"(2, 1, 2)",0.003525007805928529,18458.84516413722,11083.330673557071,305.59573533920883,132.81974029055846,121.94391253052713,85.10525094376275
166,"(2, 1, 2)",0.0016751257036660611,17023.51397012119,8767.444866208854,110.8099263184395,65.97095660927079,113.82854238989269,74.54621173650041
167,"(2, 1, 2)",0.003827992213118675,20262.956950710748,14333.043135280988,171.41518532920966,96.21995764681385,129.44067162485496,92.44388090830844
168,"(2, 1, 2)",0.0029506454474737603,35708.953284342104,15834.459778107574,209.98832271292179,92658620.02340698,164.99408964904907,110.007288601091
169,"(2, 1, 2)",0.00045926808441063563,66952.07353887429,27858.430473717395,1977082467.9372497,1363327155.8185673,228.35368176785786,139.1754928758388
170,"(2, 1, 2)",0.00045926808441063563,66952.07353887429,27858.430473717395,1977082467.9372497,1363327155.8185673,228.35368176785786,139.1754928758388
171,"(2, 1, 2)",0.003574207638866638,23701.33908561327,13900.650834811284,202.4023539784971,116.57741397907645,141.511759255687,92.14211666042597
172,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
173,"(2, 1, 2)",0.0044451354581411615,76696.31854818849,46836.083232073,56827480.861214094,98.11858114047335,243.84258246791447,174.2057089750519
174,"(2, 1, 2)",0.0015349511442633542,37654.89283125238,24466.178475475233,146.70841425541232,83.81985614350025,173.26071265367642,123.1981114627453
175,"(2, 1, 2)",0.002262498786928991,60506.9905791132,27293.55309344597,463.95556613094027,188117549.4152939,217.58075363191313,142.91116740618418
176,"(2, 1, 2)",0.0004716916787196692,97866.51706255531,39285.07820682315,551.3505712244738,238.03511866712702,275.7724521588755,163.565193723869
177,"(2, 1, 2)",0.00045926808441063563,66952.07353887429,27858.430473717395,1977082467.9372497,1363327155.8185673,228.35368176785786,139.1754928758388
178,"(2, 1, 2)",0.0006989552267623885,69757.8611693468,27050.89840976845,592.9620688955979,231.36925597870209,234.2995599849034,135.53446384918928
179,"(2, 1, 2)",0.00045926808441063563,66952.07353887429,27858.430473717395,1977082467.9372497,1363327155.8185673,228.35368176785786,139.1754928758388
180,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
181,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
182,"(2, 1, 2)",0.0034858304070947877,7713.893170140076,4092.4697465524537,98.37375975175455,54.16079691246855,79.60230176135778,50.1378090190041
183,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
184,"(2, 1, 2)",0.0012571933799875954,13171.035859650905,5714.489258137364,767181497.2511584,60.033125601530934,101.02639058569548,64.4086711562481
185,"(2, 1, 2)",0.0015963281256117868,14487.686326188248,7152.343337753117,173.83562390208982,87.39998511798035,106.78634488493834,70.54729172882004
186,"(2, 1, 2)",0.004595517708745095,9008.070235436922,6106.92217031574,289.1358316771675,156.87176084792148,81.9648474637686,62.8682105360752
187,"(2, 1, 2)",0.0028228235540152763,22205.229240314075,13114.293416907722,431.94027915347573,195.8942921522828,130.87114930706838,92.52352322221104
188,"(2, 1, 2)",0.005991715133576392,18892.005558988803,9541.5380485153,160017252.2861728,116.93724659330123,120.43758451888013,81.15089770594285
189,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
190,"(2, 1, 2)",0.0020913798654627843,7264.69144654114,5048.063853449499,146.65480462275727,364123640.1374169,75.13830604888534,56.86468867496665
191,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
192,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
193,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
194,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
195,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
196,"(2, 1, 2)",0.0013936962756152214,7197.887054443721,3105.233602681733,744.0151525747003,131689279.03828683,75.84022146510266,47.97173129696808
197,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
198,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
199,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
200,"(2, 1, 2)",0.0004650668271538061,16749.912161482385,6963.391650744268,861578536.4877269,676464496.3169229,114.20079882899329,69.57159847122662
201,"(2, 1, 2)",0.00368211825006951,96044.22936796612,56357.665527296755,66696728367.69308,5826027633.216774,279.26782963542286,185.54863775947229
202,"(2, 1, 2)",0.01094563998077613,67838.73297920241,42376.78301932174,40159909527.71692,19057484911.261948,223.829237294415,167.90015415668114
203,"(2, 1, 2)",0.0026790382159260938,152302.65110884645,99540.42492140009,266830623.92295194,3026223687.891514,340.5863013835741,260.3507459010846
204,"(2, 1, 2)",0.003624792738496346,50492.391012933214,31646.94286605421,175245276.45643097,164162644.0133563,198.12875798344967,140.89331113943416
205,"(2, 1, 2)",0.0034440318408867758,12302.265125724824,5987.018925992919,101967455854.67534,133256984.8779418,99.30196527446195,62.34956066001251
206,"(2, 1, 2)",0.00602396991059753,14935.750639572012,8156.25615697737,236.04268454179822,130.80912752875267,106.27622396203307,73.20862127769891
207,"(2, 1, 2)",0.0018874322505275036,82531.8906119759,42450.139523402635,182.0100754027328,101.22278628428407,256.2199466012373,170.20708543696722
208,"(2, 1, 2)",0.003932589330847274,202035.52073064144,90557.04682408342,60632556694.90564,28035050617.393726,399.44820564487713,262.3696983168164
209,"(2, 1, 2)",0.004062997269663313,135496.03726298895,78227.99926334269,165.29955326263104,228498610.54737386,332.7964619021536,219.81705705186184
210,"(2, 1, 2)",0.002278263971885328,57893.73455641149,36053.647618575065,161862143.6359988,160.99527955477356,213.53426946445964,155.46150307789682
211,"(2, 1, 2)",0.002743291316412684,33705.08082021488,23143.551310747458,266.95828702484795,135.15787010275193,159.1290041821678,122.63943474473825
212,"(2, 1, 2)",0.002253467041399645,12622.738404914908,6087.467582533555,275.6741762673731,123.10866939890897,96.71337224029784,65.93621161599121
213,"(2, 1, 2)",0.0032131062325054596,166188.30123755726,72173.47578864067,433.7113678948337,309954384.8841121,363.08861923035454,230.2221769783126
214,"(2, 1, 2)",0.001301598665072852,63427.43430463507,43785.10696561989,1428391555.08841,175542159.50093013,215.60190901649446,160.37890093939737
215,"(2, 1, 2)",0.0010653450266044128,84827.43837401015,54453.675297896836,181177486.109476,344.45181835347273,254.80860808301605,184.43764438624893
216,"(2, 1, 2)",0.0014569074257133013,82383.66689703982,60041.800568496335,224143976.66312835,40232817.14615723,247.81551682894582,192.21893247698074
217,"(2, 1, 2)",0.0011219817613303668,77350.51275431296,53625.029882837756,260674387.70734304,60494963.90774002,238.5890745767025,181.58816501883956
218,"(2, 1, 2)",0.001486942648769288,77042.05003367556,55450.80223428647,1019.3477771135406,309.18766608409084,239.87450896557084,185.33373627533942
219,"(2, 1, 2)",0.0011337993848711864,76269.0170440799,52714.42852019593,330468631.52928585,280.9074969224346,237.0481889512971,180.93280390135183
220,"(2, 1, 2)",0.002033430505754199,86859.3495209008,54346.62061576878,372.61586401012966,175.09285247532858,265.12803032928184,183.93344402267647
221,"(2, 1, 2)",0.0030091380645238695,45195.21321351628,25999.445139369473,382.7519789588257,164.6488955714356,189.6318282927366,130.20765114078185
222,"(2, 1, 2)",0.0051043135714612204,22375.385238011368,16150.87622289332,162.94971217384392,102.43894421784697,133.75584734026233,96.83974131994572
223,"(2, 1, 2)",0.005761127080815204,34072.618882099705,17511.835170362614,278276721.570391,99.12360776648103,159.0857036942531,115.5562133697255
224,"(2, 1, 2)",0.002466107500338417,11153.716313759252,6508.54080531641,207150566.66429245,165.11645311782402,94.17301683052696,63.29187774808433
225,"(2, 1, 2)",0.003781238855420068,11496.580524037663,6057.634516830454,533.518077544078,859982958.9605687,95.25148871202268,64.9240889619857
226,"(2, 1, 2)",0.0027242724406909115,13235.615864171621,6252.444299102941,116933085019.99236,47865669615.80507,99.07241280329578,62.60074902154237
227,"(2, 1, 2)",0.002893858536687737,8303.509304849547,7643.393501420318,153.63855486396832,110.77117582918952,75.57978026983001,64.1811680204953
228,"(2, 1, 2)",0.0013150190493030312,10323.030758166562,4507.487774769128,410.199872899077,176.0669963719953,90.26215736329401,56.335931792136115
229,"(2, 1, 2)",0.002713543908578853,9804.628590692148,3188.894171887812,23304509436.45196,48.45184153564749,87.35089124575578,45.841076528901716
230,"(2, 1, 2)",0.002903061735050431,21017.934212611184,11213.823607615659,3430176527.885765,891977251.2052519,132.19726117842126,83.26119173134157
231,"(2, 1, 2)",0.002475999165409411,30409.468672394876,13692.20050085153,620562828.031492,121989946.2159588,153.8652774536913,97.16119070309558
232,"(2, 1, 2)",0.0013870141535165283,20386.902730138736,8630.265329714664,235442704.97433832,208002676.86717245,122.30765052556372,79.06156584051641
233,"(2, 1, 2)",0.0026584958562998924,35465.33501997712,18364.743320984995,353.82510901500444,174.03558282300244,171.850220792942,106.24016618910231
234,"(2, 1, 2)",0.002270128420322999,98466.56813390249,54241.72247517952,226.0999861142472,130.46830359182678,273.3165418084125,186.13654699354942
235,"(2, 1, 2)",0.002386845019561774,43485.31282761744,27029.672698477654,122523343.8672954,132.97594785315286,186.75919199797306,130.4463476698859
236,"(2, 1, 2)",0.0023560537764981317,50627.22624002452,28895.79631526603,221.92426936319225,122.39436417123044,198.03979843636887,133.65509090141043
237,"(2, 1, 2)",0.002358365291079226,30599.732727519226,17735.93148513781,303.57050609439494,157.74700807239384,156.58245935310285,106.78095153485468
238,"(2, 1, 2)",0.0016724142666462564,53182.0444382735,30735.537306596478,163555148.7037028,149429125.29290432,202.03665430701412,143.40091390713602
239,"(2, 1, 2)",0.0022466072143737903,72374.4274879698,39505.89816318055,1210747899.8607044,223816634.30195266,237.0690659827196,164.22837899228767
240,"(2, 1, 2)",0.0028586772442062923,53850.607701141234,27644.059390091956,278.7747408266872,142.39277222550808,207.85724521282617,129.96392638798642
241,"(2, 1, 2)",0.002146413264426319,67068.76657729188,37659.46995433113,346.6568789193071,143.40793730485527,233.46165488482643,154.04620124940715
242,"(2, 1, 2)",0.0044721083714992635,26174.535087289707,13688.41388700663,105249690971.87672,46230409026.6088,142.62626303934917,93.21142140091715
243,"(2, 1, 2)",0.0032173454614834616,23759.772162598063,11901.784180403778,197.9320643872561,100.97995606826716,136.98220487902927,91.31500383526546
244,"(2, 1, 2)",0.0029277848970565407,14705.910612365464,7847.187569467123,184.9680698809955,142014478.73713604,107.724443124798,71.78853409543805
245,"(2, 1, 2)",0.0019744878928083993,60700.463993952566,38027.45314243838,173.03824571395242,96.50703423233296,225.80364166671407,150.12288382439036
246,"(2, 1, 2)",0.004465469470979503,32108.458675549453,15774.093957143261,474.0505207616125,176.95814645393008,162.69523277911938,97.95302435196469
247,"(2, 1, 2)",0.0035636540110571407,36935.99820087943,18077.00424809893,144460429313.37537,55556577409.01884,172.84070835946457,113.50644600788435
248,"(2, 1, 2)",0.0035774505823817143,6787.461830003936,3695.5700605432226,96822879.26497574,240127416.30683696,75.0313677017953,47.55953992527856
249,"(2, 1, 2)",0.002780923929628169,9786.34021017552,2908.1498732547425,23032935744.67488,50.76644988118818,88.4922477534101,45.548728602050296
250,"(2, 1, 2)",0.0027611485470305994,80840.67855471748,44320.902887538185,235.72664061847303,138.41167714597165,249.7158018460452,163.9247503476823
251,"(2, 1, 2)",0.004339563420536216,23475.402662962042,15688.169374924297,86.80022783633108,55.95501530112242,132.08883497336757,99.74231409903707
252,"(2, 1, 2)",0.0033101359447220056,59186.973423127536,31379.741202194182,161.2834949894905,102.40152432671572,209.35375276948884,140.63821007310565
253,"(2, 1, 2)",0.0024435701360248385,98429.40802728449,54748.40241165167,205.0275935365409,118.57473898195978,273.4473847411667,184.51650788494166
254,"(2, 1, 2)",0.00451387244229888,45402.802564277394,20700.241505219627,348.25338199982,151.7555418561324,191.26857554975282,118.71005168602815
255,"(2, 1, 2)",0.004468587940525981,39923.53631216812,19256.03853654412,268.30051576718813,77042539.12626529,168.87967433405203,118.78822977791879
256,"(2, 1, 2)",0.0017809135698524789,47672.19749729907,28034.721065958038,250.67285067016854,136.46158562595753,197.9726368948996,130.0041443297868
257,"(2, 1, 2)",0.005587534424369784,8681.63889338602,4217.667982938951,499.444226930534,96577987.92906082,82.70003646696271,55.62788794565211
258,"(2, 1, 2)",0.0026213390580332873,7626.873939219972,4244.139209387252,126.53608555620619,66.53301099088402,79.57499026273292,51.86806321329972
259,"(2, 1, 2)",0.0026666828321867233,40600.35659576633,25672.336427958388,309.8104789343099,178.6922491434812,175.91454866128313,126.30527958315619
260,"(2, 1, 2)",0.001688441599777901,83430.94706908456,50465.13483746185,300.9446791795819,150.36183946504838,258.0331020176763,171.8916258294916
261,"(2, 1, 2)",0.00045926808441063563,66952.07353887429,27858.430473717395,1977082467.9372497,1363327155.8185673,228.35368176785786,139.1754928758388
262,"(2, 1, 2)",0.0018756178997739658,92397.62110671164,45142.97465206692,373.6447300655283,161.43557950776045,269.5501899846004,183.9572639596548
263,"(2, 1, 2)",0.0080964787019786,36620.121221784735,22099.968672208473,187.22136073034306,132.99445320769237,163.75762406520658,124.32883225579964
264,"(2, 1, 2)",0.0018221899322792502,31744.267772157527,17529.702549036396,402.1063518433487,199.9332084883652,161.67950933597584,101.25701994659323
265,"(2, 1, 2)",0.003294186200959376,67905.03302088655,36241.32742293319,179537483.9140635,128375030.13829291,237.80810499148248,149.92720064663274
266,"(2, 1, 2)",0.0038222850842200558,3280.296520605444,1244.1507028026406,114249331544.8419,42754868488.67845,50.6993629443756,28.814826117909
267,"(2, 1, 2)",0.0026830388739827716,69035.28019792908,31422.270583191304,326.24932832550655,149.0021904565451,234.75234629665928,153.67764447701845
268,"(2, 1, 2)",0.00843458683457241,41843.564691345906,22321.986907750965,239.91940644857107,124.45304237982984,179.51913271674047,122.51890355202816
269,"(2, 1, 2)",0.00293619054396848,25105.231183062075,11980.750603681692,282.75081344078217,77040902.13939978,139.6615420634404,95.44721806709808
270,"(2, 1, 2)",0.004538846003791114,76513.17031339492,34546.57927998199,282.24325984044714,80309035.28734745,241.62803159577092,159.41088698872557
271,"(2, 1, 2)",0.007304042959368431,81349.21764230226,43891.865088735154,149.58396297645325,91.20995259201416,253.61441807730193,167.42349552518738
272,"(2, 1, 2)",0.0037972178071115324,104252.78099157626,46876.86323569904,4278.056313327454,119.83191881166617,281.4772259587335,174.79607474904563
273,"(2, 1, 2)",0.007888635080783272,5515.972502171311,2855.7071910648206,160660848.83573264,146.65587297436116,66.28668794985877,44.05114084171055
274,"(2, 1, 2)",0.0039470748661160696,2477.6388820321235,2799.934399057047,357640135.928967,78042186.16892315,40.07728109585497,39.96953289827401
275,"(2, 1, 2)",0.004235863411001875,8017.591306185787,3793.092752629802,297845788.98218995,187138887.21256813,80.01971230414853,52.607726198107756
276,"(2, 1, 2)",0.0020020114765851747,8611.518509113454,5406.446217170517,286676445.7794172,44514137.850080594,83.54084722020188,54.54081065578235
277,"(2, 1, 2)",0.0017586257487686822,30340.33481300614,19759.521328210656,44104501024.60611,54.31905096095429,150.8431901204473,108.71178023566986
278,"(2, 1, 2)",0.006877923470717717,24638.41187421457,12919.7571167018,397134714.9311928,176624378.46128243,139.5041048000667,92.46116631922803
279,"(2, 1, 2)",0.0031106893004865036,36047.28286937687,16410.343521454066,382.7462587721526,150.22301100837097,172.6278085152722,103.97103546735536
280,"(2, 1, 2)",0.0024523791343057802,19287.010847972193,9412.972123240956,483.01355121428674,78179848.84636512,126.53956355328653,77.70613554649861
281,"(2, 1, 2)",0.0032766153024144503,64383.60080500997,29982.813720809692,111275233291.91191,35182080525.343414,226.5067675695695,148.80073396960316
282,"(2, 1, 2)",0.002129646006775219,27063.173870666855,13538.893738789387,357887640.8312336,163.4461973814689,145.8999193456092,100.35967579252221
283,"(2, 1, 2)",0.0030157849089095107,75255.16249049237,33344.11457716039,95574778330.28352,26991953669.549965,244.92045106156263,159.97304001396012
284,"(2, 1, 2)",0.0020633049243080756,59723.741585934564,35592.55497847552,223.6641172037655,113.8305015258074,222.3181029400863,143.49241007494064
285,"(2, 1, 2)",0.0028330850370609792,65453.58159214705,49520.65776521823,259.10760839928645,20322053864.330692,236.85130522345776,179.54089961740578
286,"(2, 1, 2)",0.002552072079130323,38300.15033902487,22280.149200593438,308.349346663566,143.71556288488105,175.84241255168163,119.52457595477459
287,"(2, 1, 2)",0.00301587361683381,99197.16102672374,46297.69309813186,84670851271.56677,25256715276.044586,277.6150410817045,187.38846204935564
288,"(2, 1, 2)",0.0033619884375526115,83212.2625930297,36500.12380733951,83481021210.54982,26857180412.065594,257.96701819217947,167.14510427961335
289,"(2, 1, 2)",0.006798835557105184,18080.78021249687,10352.361779416837,1518915949.6751058,398167652.10388184,120.5305067802571,83.834884129213
290,"(2, 1, 2)",0.00593499969372831,27458.48557025478,14638.471710137903,503190619.47480357,58563612.15585905,145.70981425067532,102.12440044417397
291,"(2, 1, 2)",0.0023494815546707586,80115.6802344889,42558.00876997823,197.8074724667027,144006477.70512223,249.70265065961826,170.48166219489607
292,"(2, 1, 2)",0.0027417661142116662,38469.26100658408,22429.0372162529,190.27397855029014,101.8457284803504,171.89250059182865,119.87449883736357
293,"(2, 1, 2)",0.003323519283194691,49689.477173082225,23831.48807636435,310.78133903449645,175.05239279282648,197.87391859514338,134.21875105156323
294,"(2, 1, 2)",0.004154708680619448,39608.92278855948,23502.354910139005,267.0969008203564,137.62342837803524,173.59836358951995,127.72835632151727
295,"(2, 1, 2)",0.0006575476142116814,64101.78025936589,30397.99566541631,824395466.1112798,924834374.6765342,221.48326423665304,144.84082661775346
296,"(2, 1, 2)",0.0025900484417444645,19156.13868789814,15078.329257201134,107.99832203457484,69.07424013551888,118.97548796845012,100.16930581005236
297,"(2, 1, 2)",0.0032799941745808047,192166.1184248671,87994.98398100263,48133190462.74679,22391323363.246902,382.97189202549015,264.1351603794034
298,"(2, 1, 2)",0.00386386739467425,116294.37033740278,72222.10951488419,190.96266671362122,106.4756213850313,314.52041546632773,215.9942609798704
299,"(2, 1, 2)",0.0011265680536512838,102227.84384837789,55891.958216000035,41588135405.19734,140.94139345411392,280.10326635017464,196.80620612465924
300,"(2, 1, 2)",0.002623071520092374,45817.7291725446,27374.315763168946,288.12463567391353,143.21615112208792,191.27432019340642,132.0443184840228
301,"(2, 1, 2)",0.00230369944125795,44325.13100322481,26682.748855374895,120723085.89622152,664339393.933459,190.25772252794104,128.49182426195057
302,"(2, 1, 2)",0.0026806701668437754,42506.67547808087,24361.395335802474,135631037.8155098,116.47529315272436,179.60692102642233,127.52047018611012
303,"(2, 1, 2)",0.0065623810856702035,69548.83232581722,36034.2280452868,55658024724.353325,26757901434.39305,219.9182371020037,164.7707540823422
304,"(2, 1, 2)",0.0025372745268927963,126468.80005496726,62850.35092103016,357.1923687714918,120199516.11103034,320.10006993656043,199.01224373561817
305,"(2, 1, 2)",0.0016791342318870299,45714.166031332104,20881.937604637787,384.0804055205602,185.4453268763743,188.52605508918737,124.71156697026066
306,"(2, 1, 2)",0.002699294615129235,22205.1534510441,11786.03239876156,269.4009881798661,144.82690448190235,131.21279081403134,87.3662999751904
All Sensors,All Orders,0.0030995736734945067,52112.973978021524,27492.871016849695,3850806728441.078,1552967967308.6785,187.6044255424969,125.57195640787768
